gqzdenqgenes,6999.8812,34999.4060
gqzdimagenes,3293.3741,16466.8705
gqzdinagenes,1452.7519,7263.7595
gqzdkoagenes,68481.1436,342405.7180
gqztamigenes,1319.5107,6597.5535
gqztcnygenes,215928.8735,1079644.3675
gqztenagenes,3657.0586,18285.2930
gqztinygenes,2176.9862,10884.9310
gqztknygenes,12809.686,64048.4300
gqztmnqgenes,8251.331,41256.6550
gqztsmygenes,1484.08,7420.4000
gq2damagenes,1241.0736,6205.3680
gq2damqgenes,4446.1937,22230.9685
gq2dcmqgenes,10124.2184,50621.0920
gq2denigenes,1653.3414,8266.7070
gq2dgmagenes,15732.211,78661.0550
gq2dknagenes,8358.8994,41794.4970
gq2dknigenes,1000.6243,5003.1215
gq2dmnagenes,1227.178,6135.8900
gq2dmnqgenes,1893154.49,9465772.4500
gq2donigenes,8413.1304,42065.6520
gq2dooagenes,3067.945,15339.7250
gq2dqnqgenes,2520,12600.0000
gq2dsnigenes,2661.6475,13308.2375
gq2tanagenes,237773.3174,1188866.5870
gq2taoigenes,4899.64,24498.2000
gq2tenagenes,2124.578,10622.8900
gq2tgnqgenes,40040.4794,200202.3970
gq2tgnygenes,7208.2872,36041.4360
gq2timqgenes,6142.0258,30710.1290
gq2tknagenes,1442911.204,7214556.0200
gq2tmnagenes,61305.7633,306528.8165
gq2tooigenes,1000.6284,5003.1420
gq2tqmqgenes,4999.5129,24997.5645
gq2tqnqgenes,1194.8205,5974.1025
gq2tqoagenes,3073.8702,15369.3510
gq2tqoigenes,26625.6824,133128.4120
gq3demigenes,1100.1088,5500.5440
gq3dioagenes,5123.9319,25619.6595
gq3dknigenes,4368.9746,21844.8730
gq3dknqgenes,3320.2167,16601.0835
gq3dooagenes,4791.8915,23959.4575
gq3dqoigenes,1098.0042,5490.0210
gq3dsnqgenes,3067.945,15339.7250
gq3dsnygenes,1614.5174,8072.5870
gq3dsoagenes,1839.1345,9195.6725
gq3tcmqgenes,2653.768,13268.8400
gq3tenigenes,1126.1151,5630.5755
gq3teoagenes,5122.1001,25610.5005
gq3tinqgenes,2116.882,10584.4100
gq3tkmygenes,1304.4902,6522.4510
gq3tknigenes,9463.8782,47319.3910
gq3tknygenes,34122.1341,170610.6705
gq3tmnagenes,2183.101,10915.5050
gq3tmoagenes,1300,6500.0000
gq3tonygenes,1261.4554,6307.2770
gq3tooigenes,1995.3222,9976.6110
gq3tsmygenes,5033.8618,25169.3090
gq4dcmqgenes,20011.7046,100058.5230
gq4dcoigenes,2000.6494,10003.2470
gq4demqgenes,1250.605,6253.0250
gq4dgmigenes,6135.8899,30679.4495
gq4dinigenes,2243194.402,11215972.0100
gq4dkmagenes,10955.4851,54777.4255
gq4dknqgenes,2883.578,14417.8900
gq4dkoagenes,1052.877,5264.3850
gq4dmoagenes,14758.7797,73793.8985
gq4dqmqgenes,1530.9045,7654.5225
gq4dsmigenes,15339.7249,76698.6245
gq4tcnygenes,2018.382,10091.9100
gq4tenygenes,2062.2718,10311.3590
gq4tknqgenes,2000.4688,10002.3440
gq4tomygenes,7074.1498,35370.7490
gq4tonagenes,3715.1814,18575.9070
gq4tqnqgenes,1336.174,6680.8700
gq4tqoigenes,6577.5211,32887.6055
gq4tsnqgenes,12544.772,62723.8600
guydcmigenes,5617.8319,28089.1595
guydcoagenes,1448.0441,7240.2205
guydenqgenes,2560.2156,12801.0780
guydenygenes,2190.9892,10954.9460
guydgnigenes,1043.1013,5215.5065
guydgoigenes,1917.8339,9589.1695
guydkmqgenes,19646.4577,98232.2885
guydkmygenes,1064.5769,5322.8845
guydmnqgenes,2454.356,12271.7800
guydqmqgenes,3680,18400.0000
guytcnigenes,4601.9175,23009.5875
guytemqgenes,1530.01,7650.0500
guytimagenes,5291.2458,26456.2290
guytinagenes,42620.5538,213102.7690
guytknagenes,5292.5374,26462.6870
guytknigenes,2491.607,12458.0350
guzdcmygenes,54833.3603,274166.8015
guzdcnqgenes,4942.7601,24713.8005
guzdcoigenes,17592.4289,87962.1445
guzdgnigenes,15256.4033,76282.0165
guzdmmagenes,5648.4051,28242.0255
guzdmmygenes,1487.421,7437.1050
guzdmnagenes,2134.3389,10671.6945
guzdonqgenes,1424.137,7120.6850
guzdqmigenes,25921.0645,129605.3225
guzdqmqgenes,6866.917,34334.5850
guztanygenes,2000.123,10000.6150
guztemigenes,1007.3313,5036.6565
guztenigenes,80479.1605,402395.8025
guzteoigenes,17899.1122,89495.5610
guztioagenes,1544.5018,7722.5090
guztknagenes,3067.945,15339.7250
guztmmigenes,2016.6346,10083.1730
guztqmagenes,1645.3694,8226.8470
guztqmigenes,2825.4034,14127.0170
guztsoagenes,1152.3734,5761.8670
gu2dcmygenes,3067.945,15339.7250
gu2dcnqgenes,10006.261,50031.3050
gu2dgnagenes,1543.4358,7717.1790
gu2dmnigenes,6402.8712,32014.3560
gu2donqgenes,1823.3155,9116.5775
gu2dooigenes,5632.8501,28164.2505
gu2dqmagenes,6135.8899,30679.4495
gu2dsoagenes,100628.595,503142.9750
gu2taoigenes,7695.2513,38476.2565
gu2tenqgenes,2374.1072,11870.5360
gu2tgmigenes,3399.9055,16999.5275
gu2tgmqgenes,5656.0058,28280.0290
gu2timigenes,1889.7528,9448.7640
gu2timqgenes,45563.8031,227819.0155
gu2tkmigenes,1658.5123,8292.5615
gu2tmnqgenes,1688.1063,8440.5315
gu2tomqgenes,6944.0324,34720.1620
gu2tqmigenes,11921.5931,59607.9655
gu2tqoagenes,3985.6486,19928.2430
gu2tsmqgenes,1227.178,6135.8900
gu2tsnagenes,3546.5904,17732.9520
gu3danigenes,1118.7959,5593.9795
gu3dgmagenes,12667.1899,63335.9495
gu3dgnqgenes,1137.0615,5685.3075
gu3dinigenes,1227.178,6135.8900
gu3dioigenes,4134.3927,20671.9635
gu3dmoagenes,2000.1946,10000.9730
gu3domagenes,1004.9167,5024.5835
gu3dooagenes,9172.278,45861.3900
gu3dqmagenes,13818.1201,69090.6005
gu3dqnigenes,3000.0001,15000.0005
gu3dqnqgenes,5643.9806,28219.9030
gu3dqoigenes,22000,110000.0000
gu3tamqgenes,1041.3146,5206.5730
gu3tanagenes,5113.9852,25569.9260
gu3taoagenes,6859.1521,34295.7605
gu3temqgenes,25020.6878,125103.4390
gu3tenagenes,473389.9449,2366949.7245
gu3tenigenes,10000,50000.0000
gu3tioagenes,5231.8397,26159.1985
gu3tknqgenes,7780.7754,38903.8770
gu3tmmigenes,1684.9154,8424.5770
gu3tmnagenes,2143.9885,10719.9425
gu3tonygenes,1519.4791,7597.3955
gu3tqoigenes,27345.4174,136727.0870
gu3tsmigenes,30249.2721,151246.3605
gu4damagenes,12481.3789,62406.8945
gu4dcmygenes,3067.945,15339.7250
gu4dcoigenes,8320.0636,41600.3180
gu4denigenes,1482.3254,7411.6270
gu4denqgenes,1533.9725,7669.8625
gu4dgmigenes,6513.5925,32567.9625
gu4dimagenes,8999.0225,44995.1125
gu4dioagenes,7071.7002,35358.5010
gu4dmnqgenes,1533.9725,7669.8625
gu4dqmigenes,1256.3001,6281.5005
gu4dqoigenes,2597.7304,12988.6520
gu4dsmqgenes,2677.6085,13388.0425
gu4tamygenes,20630.0203,103150.1015
gu4teoagenes,3877.8883,19389.4415
gu4tmmagenes,3898.3995,19491.9975
gu4tmnagenes,2001.141,10005.7050
gu4tqnagenes,388851.9241,1944259.6205
gu4tqnigenes,18425.0015,92125.0075
gu4tsoagenes,2051.0256,10255.1280
gyydaoagenes,6158.0609,30790.3045
gyydemqgenes,1000,5000.0000
gyydenigenes,2134.7836,10673.9180
gyydeoagenes,1175.6832,5878.4160
gyydgmagenes,4478.1591,22390.7955
gyydqnagenes,11199.8848,55999.4240
gyydqnigenes,1863.9254,9319.6270
gyydsoigenes,66637.3419,333186.7095
gyytamygenes,51108.8994,255544.4970
gyytcmagenes,49026.1042,245130.5210
gyytcmigenes,1572.0827,7860.4135
gyytemagenes,1227.178,6135.8900
gyytenqgenes,10072.3113,50361.5565
gyytinygenes,1920.756,9603.7800
gyytknigenes,1995.44,9977.2000
gyytmoigenes,13777.3067,68886.5335
gyytsnigenes,37817.1459,189085.7295
gyzdaoigenes,6499.8276,32499.1380
gyzdcnqgenes,1518.6333,7593.1665
gyzdgmqgenes,5425.6273,27128.1365
gyzdgnqgenes,5288.4557,26442.2785
gyzdioigenes,1650.8902,8254.4510
gyzdkmqgenes,6198.3729,30991.8645
gyzdknigenes,16012.2473,80061.2365
gyzdomigenes,3005.5569,15027.7845
gyzdonqgenes,9384.6674,46923.3370
gyzdooigenes,10001.8953,50009.4765
gyzdqnagenes,1201.4629,6007.3145
gyzdqnqgenes,12100,60500.0000
gyzdqoigenes,1831.6939,9158.4695
gyzdsmagenes,2144.1797,10720.8985
gyztenagenes,23024.441,115122.2050
gyzteoigenes,5047.2879,25236.4395
gyztgoigenes,6094.2803,30471.4015
gyztimigenes,4643.7148,23218.5740
gyztimygenes,20196.0852,100980.4260
gyztkoagenes,1329.3812,6646.9060
gyztmmagenes,1099.9943,5499.9715
gyztmnigenes,1302.2945,6511.4725
gy2daoagenes,30679.4497,153397.2485
gy2dcoigenes,407243.7302,2036218.6510
gy2dgnqgenes,9473.3359,47366.6795
gy2dgoigenes,22239.6581,111198.2905
gy2domagenes,40755.9707,203779.8535
gy2dsnqgenes,4592.7136,22963.5680
gy2tamagenes,15922.9227,79614.6135
gy2tamygenes,4625.4204,23127.1020
gy2temigenes,6376.1053,31880.5265
gy2tgmqgenes,15053.2388,75266.1940
gy2tomigenes,1533.9725,7669.8625
gy2tonygenes,10822.0263,54110.1315
gy2tooigenes,4504.7256,22523.6280
gy2tqmagenes,3067.945,15339.7250
gy2tsoigenes,1630.7593,8153.7965
gy3dcoagenes,1000.3331,5001.6655
gy3dinygenes,10000.0001,50000.0005
gy3dmnqgenes,3988.9605,19944.8025
gy3dqmqgenes,2111.6513,10558.2565
gy3dqnqgenes,1258.7479,6293.7395
gy3dsnqgenes,1630.7948,8153.9740
gy3dsoigenes,10826.1575,54130.7875
gy3tanagenes,3269.3972,16346.9860
gy3tcmygenes,27373.449,136867.2450
gy3tgmigenes,8207.0805,41035.4025
gy3tgmqgenes,74167.6105,370838.0525
gy3tgnigenes,3083.4493,15417.2465
gy3tgnygenes,9763.6638,48818.3190
gy3tkmqgenes,1171.2414,5856.2070
gy3tmnqgenes,339096.4773,1695482.3865
gy3tmoagenes,15736.4693,78682.3465
gy3tomqgenes,2412.7153,12063.5765
gy3tsmqgenes,1016.8203,5084.1015
gy4daoagenes,12569.0921,62845.4605
gy4denigenes,2144.5615,10722.8075
gy4dimqgenes,2758.1505,13790.7525
gy4dknygenes,1000,5000.0000
gy4dmmigenes,1029.5996,5147.9980
gy4dmmqgenes,2200.8899,11004.4495
gy4dmnagenes,7655.1807,38275.9035
gy4donigenes,5033.697,25168.4850
gy4dsoigenes,2578.6533,12893.2665
gy4tcmagenes,2764.4188,13822.0940
gy4tgmygenes,60000.4957,300002.4785
gy4tioagenes,3317.8342,16589.1710
gy4tkmigenes,20078.0556,100390.2780
gy4tmoagenes,1003.1504,5015.7520
gy4tqmigenes,1465.345,7326.7250
gy4tqnigenes,10713.2498,53566.2490
gy4tsmqgenes,5339.7357,26698.6785
gy4tsnigenes,8709.1881,43545.9405
gy4tsnygenes,5234.2134,26171.0670
g4ydamigenes,21006,105030.0000
g4ydmoagenes,1580.4589,7902.2945
g4ydqnigenes,8198.6605,40993.3025
g4ydqoigenes,1528.1994,7640.9970
g4ydsmqgenes,1958.7204,9793.6020
g4ytamigenes,20787.7363,103938.6815
g4ytamygenes,10534.5042,52672.5210
g4ytcmigenes,1593.6325,7968.1625
g4yteoagenes,15463.0819,77315.4095
g4ytgnigenes,1533.9725,7669.8625
g4ytioagenes,1529.4725,7647.3625
g4ytmoagenes,1908.2618,9541.3090
g4ytomagenes,1663.2156,8316.0780
g4ytonygenes,2224.2601,11121.3005
g4ytqoigenes,15710.6095,78553.0475
g4zdgnagenes,6126.8151,30634.0755
g4zdgnigenes,1856.3192,9281.5960
g4zdkmygenes,1150.0451,5750.2255
g4zdsmagenes,3262.8419,16314.2095
g4zdsnygenes,26576.6245,132883.1225
g4ztgnagenes,1255.9988,6279.9940
g4ztgnigenes,1577.5593,7887.7965
g42danagenes,1124.1335,5620.6675
g42danygenes,3038.3665,15191.8325
g42dcmagenes,1533.5124,7667.5620
g42dcmygenes,216733.323,1083666.6150
g42denqgenes,1099.8844,5499.4220
g42dgoagenes,12620.4955,63102.4775
g42dknagenes,4816.5,24082.5000
g42donigenes,48286.2518,241431.2590
g42dsmagenes,50431.9049,252159.5245
g42temigenes,2075.4016,10377.0080
g42temqgenes,5355.1576,26775.7880
g42tenygenes,2873.9396,14369.6980
g42tgmagenes,30010.0375,150050.1875
g42tsmagenes,1313.0951,6565.4755
g42tsnigenes,13442.9865,67214.9325
g43damygenes,16385.0009,81925.0045
g43danygenes,12578.706,62893.5300
g43dgmagenes,6139.0521,30695.2605
g43dknagenes,3000.3516,15001.7580
g43dkoigenes,1300.3325,6501.6625
g43dmmagenes,1046.7099,5233.5495
g43dmnagenes,2119.1611,10595.8055
g43donigenes,35725.124,178625.6200
g43tenygenes,1040.0333,5200.1665
g43timqgenes,15307.2399,76536.1995
g43timygenes,3098.5783,15492.8915
g43tinygenes,22957.7326,114788.6630
g43tioagenes,2991.8792,14959.3960
g43tkmagenes,8236.7731,41183.8655
g43tmnigenes,3067.945,15339.7250
g43tmnqgenes,3067.945,15339.7250
g43tqmygenes,12332.9119,61664.5595
g43tqnigenes,1196.75,5983.7500
g43tsnigenes,2458.197,12290.9850
g43tsoagenes,5393.746,26968.7300
g44denqgenes,6018.2491,30091.2455
g44dmmygenes,10430.5379,52152.6895
g44domygenes,1533.9725,7669.8625
g44donagenes,153397.2485,766986.2425
g44dqnygenes,74142.4999,370712.4995
g44tamigenes,6135.8899,30679.4495
g44tamqgenes,111692.9601,558464.8005
g44tanigenes,115057.4054,575287.0270
g44tanygenes,39450.0908,197250.4540
g44tcmigenes,1189.0298,5945.1490
g44tcnqgenes,1839.8958,9199.4790
g44teoagenes,6295.943,31479.7150
g44tgnqgenes,121426.5265,607132.6325
g44timygenes,1314.506,6572.5300
g44tkmigenes,4019.4649,20097.3245
g44tknigenes,2344.7762,11723.8810
g44tmmigenes,5993.9315,29969.6575
g44tqnagenes,1282.8191,6414.0955
haydamqgenes,4640.8927,23204.4635
haydanqgenes,5239.7249,26198.6245
haydanygenes,2987.0818,14935.4090
haydcnigenes,9203.8349,46019.1745
haydemigenes,210391.617,1051958.0850
haydenigenes,5000.6749,25003.3745
haydenqgenes,7768.3497,38841.7485
haydgmigenes,5154.4722,25772.3610
haydgnqgenes,1982.8968,9914.4840
haydgoagenes,2223.7578,11118.7890
haydgoigenes,1546.4682,7732.3410
haydimygenes,3136.2092,15681.0460
haydmnygenes,67833.6477,339168.2385
haydqnygenes,5575.1322,27875.6610
haydsmqgenes,10657.5615,53287.8075
haytanagenes,1509.864,7549.3200
haytimigenes,1384.1562,6920.7810
haytomigenes,6135.8899,30679.4495
haytsmqgenes,10000.3984,50001.9920
hazdenqgenes,10342.3219,51711.6095
hazdgmagenes,1532.7661,7663.8305
hazdgmqgenes,11934.3059,59671.5295
hazdgmygenes,12117.9247,60589.6235
hazdioigenes,1869.8494,9349.2470
hazdkoagenes,16552.122,82760.6100
hazdqoigenes,2197.4329,10987.1645
hazdsnqgenes,17849.5464,89247.7320
hazdsoagenes,3937.0588,19685.2940
haztanigenes,8977.6687,44888.3435
haztimagenes,14350.9081,71754.5405
haztimigenes,2889.3929,14446.9645
haztsmagenes,1885.5257,9427.6285
haztsmygenes,4002.1263,20010.6315
haztsnagenes,1799.0533,8995.2665
